account_age_days,amount,country,customer_id,device_id,failed_attempts_24h,fraud,merchant_id,payment_method,transaction_id,transaction_time
693.06,122.0,FR,1133,1838,0,0,1,cash,14108,2025-03-03 18:54:58
490.61,27.95,IT,4128,2247,0,0,3,card,42480,2025-03-03 18:55:48
340.97,56.33,BG,622,6101,1,0,99,card,26870,2025-03-03 19:07:08
334.98,139.61,US,2315,2105,1,0,1,card,10274,2025-03-03 19:30:41
713.26,85.98,DE,3648,5588,0,0,99,cash,39592,2025-03-03 19:41:47
393.03,22.8,US,2284,6569,1,0,23,cash,28357,2025-03-03 19:45:59
193.9,125.94,BG,1059,6769,1,0,85,wallet,34777,2025-03-03 19:58:54
282.27,69.58,FR,1730,7790,0,0,45,card,24289,2025-03-03 20:04:18
495.88,43.83,GB,2712,3553,0,0,96,card,16949,2025-03-03 20:29:59
468.62,157.13,NL,1483,2104,0,0,8,bank_transfer,4932,2025-03-03 20:31:39
626.91,232.89,NL,4408,4398,2,0,24,card,37606,2025-03-03 20:31:40
216.83,271.06,PL,3832,6060,1,0,38,card,24123,2025-03-03 20:32:08
597.06,40.97,BG,1074,6248,0,0,56,wallet,34691,2025-03-03 20:59:09
598.01,166.36,BG,3226,3723,1,0,24,card,40822,2025-03-03 21:10:22
391.21,110.63,US,4826,1253,0,0,84,wallet,27098,2025-03-03 21:12:56
248.24,59.06,BG,2021,4294,2,0,59,bank_transfer,23193,2025-03-03 21:16:02
311.01,64.22,US,1921,4015,1,0,40,bank_transfer,31820,2025-03-03 21:30:45
800.22,150.45,NL,171,320,0,0,66,cash,36617,2025-03-03 21:41:40
563.67,178.65,PL,2939,166,0,0,34,wallet,37727,2025-03-03 21:47:24
700.04,45.73,ES,4230,472,0,0,47,card,48075,2025-03-03 22:28:09
519.64,74.43,GB,3653,4274,0,0,31,cash,37541,2025-03-03 22:56:22
497.37,66.25,US,4288,1595,0,0,10,cash,40308,2025-03-03 22:58:25
770.65,70.39,IT,4019,674,0,0,36,bank_transfer,16716,2025-03-03 23:02:07
265.11,56.89,PL,2321,5148,0,0,17,cash,20378,2025-03-03 23:03:46
396.26,127.4,IT,156,6717,1,0,85,bank_transfer,17318,2025-03-03 23:15:42
90.11,162.76,DE,548,3873,0,0,95,card,26827,2025-03-03 23:32:37
473.71,85.51,FR,4984,3902,0,0,75,card,4985,2025-03-03 23:46:50
376.04,72.26,IT,288,1781,0,0,21,card,30860,2025-03-04 00:05:43
412.06,62.7,RO,3583,2536,0,0,2,wallet,23326,2025-03-04 00:06:06
467.39,11.96,BG,2378,7106,4,0,24,card,47172,2025-03-04 00:06:20
329.91,63.69,IT,355,2968,0,0,74,card,13524,2025-03-04 00:10:41
503.87,75.42,NL,1143,4341,0,0,59,bank_transfer,11827,2025-03-04 00:12:00
297.07,145.04,ES,4953,2365,0,0,68,card,15958,2025-03-04 00:31:25
418.61,97.97,GB,4028,5397,0,0,54,card,49525,2025-03-04 00:33:36
286.9,43.07,GB,406,764,0,0,18,card,33969,2025-03-04 00:40:38
5.0,27.85,BG,1303,6741,1,1,83,card,35794,2025-03-04 01:13:37
565.0,63.67,FR,757,7546,0,0,90,bank_transfer,24645,2025-03-04 01:17:47
412.88,95.58,PL,2646,1117,0,0,32,card,29526,2025-03-04 01:34:01
552.83,358.34,NL,4898,3909,3,1,94,cash,6707,2025-03-04 01:48:42
458.06,89.4,US,813,2244,1,0,93,card,45195,2025-03-04 01:53:50
686.18,268.74,IT,3266,1699,0,0,94,card,28929,2025-03-04 02:10:36
298.71,70.98,PL,2229,3363,1,0,7,card,49429,2025-03-04 02:16:26
444.19,18.81,GB,3509,2264,0,0,7,card,20427,2025-03-04 02:16:58
591.34,99.08,GB,3601,4510,0,1,54,wallet,14697,2025-03-04 02:16:58
490.21,47.12,RO,2421,4596,0,0,31,wallet,27295,2025-03-04 02:19:46
715.79,118.41,GB,231,4865,0,0,82,cash,6791,2025-03-04 02:38:25
330.74,182.91,NL,2477,412,1,0,89,card,21989,2025-03-04 02:47:39
353.67,49.5,IT,620,3638,0,0,13,wallet,40632,2025-03-04 03:01:33
348.41,265.19,GB,585,3381,0,0,7,wallet,45970,2025-03-04 03:11:36
356.47,71.43,US,4056,7806,1,0,28,card,34806,2025-03-04 03:17:06
607.75,24.36,IT,1522,1936,0,0,96,card,7268,2025-03-04 03:22:17
601.66,86.57,NL,3406,7277,1,0,52,card,46209,2025-03-04 03:39:50
255.57,157.72,DE,4819,2433,0,0,90,card,17485,2025-03-04 04:01:15
440.95,77.73,BG,1961,5282,0,0,40,wallet,4839,2025-03-04 04:10:58
354.81,143.36,IT,257,1832,1,0,99,card,8311,2025-03-04 04:28:30
569.08,133.9,ES,2401,5957,0,0,52,wallet,32713,2025-03-04 04:29:05
384.78,52.77,BG,685,6478,0,0,11,card,20946,2025-03-04 04:31:43
225.15,73.95,NL,1657,1393,0,0,75,card,27062,2025-03-04 04:34:52
669.14,105.73,PL,2523,7483,3,0,7,card,16269,2025-03-04 04:49:02
565.05,124.75,US,1299,2724,0,0,77,card,21571,2025-03-04 04:52:11
569.53,54.27,FR,4777,6974,2,1,42,card,1816,2025-03-04 04:52:49
492.64,100.47,NL,1801,5061,1,0,40,wallet,45154,2025-03-04 05:04:01
401.39,21.67,FR,1678,3006,0,0,72,bank_transfer,35329,2025-03-04 05:07:47
490.15,90.23,RO,2002,418,1,0,28,wallet,45977,2025-03-04 05:11:54
469.65,62.84,NL,3258,862,0,0,85,card,34865,2025-03-04 05:15:19
476.45,37.9,PL,4298,5264,1,0,81,card,2081,2025-03-04 05:24:05
884.51,48.36,IT,3434,5773,0,0,21,bank_transfer,12594,2025-03-04 06:16:24
457.11,66.61,PL,1180,5266,1,0,44,card,47105,2025-03-04 06:27:28
350.3,38.98,NL,4841,5311,0,0,18,cash,45333,2025-03-04 07:08:22
371.26,69.53,US,874,4262,0,0,18,bank_transfer,33637,2025-03-04 07:17:13
478.04,41.04,ES,1898,5415,0,0,50,card,30118,2025-03-04 07:38:29
439.49,132.82,US,2612,3578,0,0,83,cash,47408,2025-03-04 07:39:00
805.44,81.94,US,4548,2346,0,0,22,card,48296,2025-03-04 07:45:44
597.58,29.35,GB,2422,3897,0,0,31,bank_transfer,10111,2025-03-04 07:56:45
156.96,29.98,RO,2564,3219,0,0,31,bank_transfer,4352,2025-03-04 07:58:18
378.06,90.74,IT,1171,5427,1,0,36,card,3564,2025-03-04 08:02:00
663.86,107.57,PL,4920,2100,1,0,2,card,10885,2025-03-04 08:03:34
594.41,35.51,PL,1639,4078,1,0,97,card,35572,2025-03-04 08:30:18
582.75,49.12,NL,770,3860,0,0,83,bank_transfer,13900,2025-03-04 08:37:03
532.67,167.1,PL,1014,4280,2,0,89,cash,43755,2025-03-04 08:39:49
600.88,116.61,IT,1502,1103,0,0,52,cash,13580,2025-03-04 08:48:31
361.14,42.64,ES,4705,5410,0,0,31,wallet,2051,2025-03-04 08:57:14
544.07,35.11,ES,1503,4183,0,0,95,wallet,47470,2025-03-04 08:57:39
408.41,47.73,DE,2163,364,0,0,34,card,28904,2025-03-04 09:00:46
229.52,77.87,PL,1786,7209,0,0,46,cash,8326,2025-03-04 09:04:17
428.41,26.27,GB,3615,5130,0,0,80,card,21762,2025-03-04 09:13:36
392.12,84.44,ES,3437,4484,1,0,77,card,6533,2025-03-04 09:16:20
426.94,224.85,IT,3301,7193,1,0,26,card,44105,2025-03-04 09:26:04
267.16,141.6,RO,1903,4050,0,0,69,card,31121,2025-03-04 09:41:46
380.23,150.89,FR,541,2202,1,0,65,cash,34822,2025-03-04 09:51:51
783.44,44.72,BG,3639,1226,0,0,37,wallet,45099,2025-03-04 10:20:06
291.78,163.5,GB,786,3364,1,0,94,cash,23783,2025-03-04 10:44:08
644.92,39.79,ES,4902,4926,0,0,47,bank_transfer,12365,2025-03-04 10:53:31
433.24,39.99,GB,1367,3766,0,0,99,wallet,21296,2025-03-04 11:21:19
612.14,54.97,IT,2631,2226,1,0,33,card,16645,2025-03-04 11:24:53
553.62,175.4,BG,40,5145,1,0,30,bank_transfer,29628,2025-03-04 11:29:12
412.59,135.79,GB,4628,3482,0,0,13,card,48440,2025-03-04 11:34:05
520.68,88.7,GB,4703,7844,0,0,98,card,7702,2025-03-04 11:35:49
589.96,87.35,BG,3846,2701,1,0,2,cash,3575,2025-03-04 11:36:50
530.49,75.91,ES,1223,5788,1,0,2,bank_transfer,31875,2025-03-04 11:51:44
397.95,185.35,RO,2423,6080,0,0,88,card,46642,2025-03-04 12:09:23
324.71,129.47,FR,291,3961,1,0,98,wallet,39873,2025-03-04 12:11:17
255.08,63.97,US,456,5713,0,0,34,bank_transfer,29377,2025-03-04 12:18:37
717.66,113.47,BG,286,7384,0,0,52,bank_transfer,1004,2025-03-04 12:19:48
177.62,58.99,ES,4155,2498,0,0,21,card,41060,2025-03-04 12:28:25
280.86,54.91,IT,3038,3101,0,0,7,bank_transfer,44791,2025-03-04 12:50:08
543.06,77.3,FR,1705,1851,0,0,95,wallet,44575,2025-03-04 12:58:29
623.64,44.74,ES,1711,6957,0,0,30,card,18260,2025-03-04 13:07:00
495.75,99.78,PL,3055,7009,0,0,30,bank_transfer,14661,2025-03-04 13:09:12
159.57,177.12,US,2142,304,0,0,65,card,5802,2025-03-04 13:10:03
462.04,134.93,NL,3488,6253,2,0,95,card,25781,2025-03-04 13:18:54
229.31,49.61,PL,2193,1481,0,0,91,wallet,8406,2025-03-04 13:43:06
544.81,196.36,PL,3292,593,0,0,96,bank_transfer,48170,2025-03-04 13:44:33
403.68,82.57,FR,4980,2942,0,0,79,bank_transfer,40853,2025-03-04 13:57:04
353.29,120.66,FR,3937,3139,1,0,79,card,28252,2025-03-04 14:02:11
322.67,99.97,BG,1367,2282,0,0,53,card,41097,2025-03-04 14:07:54
425.82,50.26,RO,4098,3904,0,0,68,card,33475,2025-03-04 14:16:26
350.44,94.39,IT,1831,3895,1,0,70,card,26415,2025-03-04 14:27:08
388.88,54.0,RO,840,6475,0,0,33,wallet,23159,2025-03-04 14:37:24
313.31,61.93,BG,1402,32,1,0,38,card,20550,2025-03-04 14:47:41
677.28,55.59,PL,2737,1702,0,0,11,card,35596,2025-03-04 14:55:52
468.4,41.39,NL,4161,2275,1,0,93,card,10478,2025-03-04 15:25:18
400.07,31.16,US,4964,5430,0,0,47,card,18088,2025-03-04 15:28:08
276.27,49.95,ES,945,1586,0,0,99,card,31840,2025-03-04 16:08:03
219.6,257.88,PL,3387,6358,1,0,42,card,48632,2025-03-04 16:12:27
243.86,52.5,BG,3577,2770,1,0,16,bank_transfer,47533,2025-03-04 16:21:15
571.57,348.64,GB,2346,3638,1,0,32,cash,29876,2025-03-04 16:23:46
434.38,21.13,BG,274,3476,0,0,98,card,39795,2025-03-04 16:29:55
329.29,44.36,US,1875,6076,0,0,55,card,30733,2025-03-04 16:31:53
426.07,205.61,US,1169,5075,2,0,1,card,25076,2025-03-04 16:42:54
547.5,12.07,FR,3443,385,0,0,72,cash,3243,2025-03-04 17:17:27
479.16,97.66,GB,4928,998,1,0,7,bank_transfer,38118,2025-03-04 17:17:47
350.4,71.49,NL,3505,6782,1,0,69,cash,12736,2025-03-04 17:46:16
534.13,18.06,BG,946,452,0,0,9,card,39800,2025-03-04 17:51:34
260.05,80.76,IT,3872,5314,0,0,23,bank_transfer,3524,2025-03-04 17:52:16
280.4,97.69,RO,2322,594,0,0,92,cash,23719,2025-03-04 17:57:20
608.42,61.3,NL,4881,2978,1,0,21,card,8119,2025-03-04 18:02:36
733.12,144.85,GB,2115,4707,2,0,47,card,6765,2025-03-04 18:03:06
215.14,28.43,GB,1126,256,1,0,71,card,23301,2025-03-04 18:10:54
426.55,77.77,NL,116,6439,0,0,49,bank_transfer,36357,2025-03-04 18:28:13
306.37,62.68,NL,322,7195,0,0,78,card,10308,2025-03-04 18:33:40
731.68,48.65,DE,2468,937,0,0,22,bank_transfer,40111,2025-03-04 19:00:51
397.55,16.59,FR,1728,6742,1,0,82,bank_transfer,8638,2025-03-04 19:12:45
173.63,93.66,GB,1104,2180,1,0,73,card,13231,2025-03-04 19:13:05
574.2,105.99,ES,4932,6584,1,0,27,card,31502,2025-03-04 19:17:26
436.24,144.62,US,3716,2172,0,0,63,card,36793,2025-03-04 19:18:08
396.55,67.05,RO,762,2864,1,0,31,card,14363,2025-03-04 19:19:32
217.08,36.04,PL,4490,3425,0,0,91,cash,31306,2025-03-04 19:20:03
230.58,337.44,ES,4842,2559,0,0,10,card,23029,2025-03-04 19:25:30
433.38,39.2,BG,4804,415,1,0,59,card,26811,2025-03-04 19:26:26
1043.29,106.5,US,4967,5642,1,0,75,card,17323,2025-03-04 19:43:30
367.63,26.92,GB,1599,5798,1,0,32,bank_transfer,47387,2025-03-04 19:47:58
442.13,47.14,DE,944,1397,0,0,1,card,38706,2025-03-04 19:53:54
210.62,53.12,IT,2902,3580,0,0,30,wallet,13534,2025-03-04 21:17:36
591.16,83.38,US,3368,6418,0,0,20,card,10389,2025-03-04 21:18:36
416.02,33.44,RO,3006,7417,2,0,92,cash,22596,2025-03-04 21:34:18
177.88,173.98,RO,590,5409,0,0,8,card,37558,2025-03-04 21:46:17
64.35,79.58,NL,2316,7605,0,0,10,card,46646,2025-03-04 22:15:56
455.04,49.89,NL,915,5341,1,0,49,card,27249,2025-03-04 22:16:53
318.07,44.49,BG,534,6542,0,0,6,card,47257,2025-03-04 22:58:11
395.78,101.02,ES,4595,5072,0,0,68,card,15421,2025-03-04 23:07:04
272.9,119.92,PL,1873,1039,1,0,58,cash,2944,2025-03-04 23:35:00
471.89,42.93,IT,1094,6172,1,0,28,bank_transfer,38351,2025-03-04 23:48:01
455.02,130.95,GB,1481,1223,1,0,61,wallet,39225,2025-03-04 23:52:41
330.8,47.81,US,958,5943,0,0,51,card,8695,2025-03-04 23:58:39
382.65,109.9,US,4531,3918,1,0,63,bank_transfer,15245,2025-03-05 00:00:15
304.0,39.22,DE,3970,7879,0,0,24,card,2485,2025-03-05 00:02:28
431.28,46.28,NL,4801,5914,0,0,75,bank_transfer,46035,2025-03-05 00:06:20
28.69,37.96,GB,3671,3236,0,0,41,card,14568,2025-03-05 00:12:43
617.83,30.18,US,128,3946,0,0,86,card,27230,2025-03-05 00:22:03
622.29,45.5,NL,3689,6505,0,0,3,card,37389,2025-03-05 00:41:17
510.68,221.95,GB,1334,5751,1,0,89,card,771,2025-03-05 00:48:19
250.17,32.81,ES,135,4608,0,0,13,card,6573,2025-03-05 00:52:44
211.39,45.39,NL,2801,6602,0,0,15,card,39326,2025-03-05 00:53:24
306.51,168.73,BG,1439,405,0,0,21,card,37735,2025-03-05 01:30:22
590.06,366.7,IT,4835,6924,1,0,74,card,6664,2025-03-05 01:30:40
448.72,39.43,PL,3940,5622,1,0,25,wallet,10891,2025-03-05 01:35:50
699.05,13.47,GB,2201,1840,0,0,12,card,43458,2025-03-05 01:41:04
635.75,114.85,DE,1696,4001,1,0,17,card,1190,2025-03-05 01:50:54
346.36,101.26,FR,882,4679,0,0,67,bank_transfer,8885,2025-03-05 01:59:49
694.42,70.15,DE,262,1314,1,0,82,card,46601,2025-03-05 02:16:06
421.13,73.59,IT,4047,4267,0,0,58,bank_transfer,33458,2025-03-05 02:30:02
143.81,109.67,US,2342,6141,0,0,6,card,390,2025-03-05 02:30:16
302.06,54.46,ES,3579,6475,1,0,20,wallet,25711,2025-03-05 02:47:14
263.81,97.95,NL,388,2705,0,0,84,cash,12814,2025-03-05 03:09:54
398.39,59.76,ES,4240,3450,1,0,94,card,10580,2025-03-05 03:18:34
524.93,101.74,DE,4929,6850,2,0,18,card,1889,2025-03-05 03:20:47
389.14,27.09,FR,2754,6350,0,0,29,card,47987,2025-03-05 03:27:34
410.72,114.28,RO,1169,1639,0,0,91,cash,33496,2025-03-05 03:30:26
539.22,37.58,PL,4909,404,0,0,83,cash,33357,2025-03-05 04:06:07
769.22,97.28,GB,3443,1427,1,0,32,card,3792,2025-03-05 04:28:43
100.61,26.89,BG,2629,1071,0,0,90,bank_transfer,38305,2025-03-05 04:32:54
312.84,9.1,RO,1869,7473,0,0,15,card,6779,2025-03-05 04:33:18
322.54,127.76,PL,38,7450,1,0,1,cash,39237,2025-03-05 04:36:00
297.58,90.67,DE,1250,2892,1,0,11,wallet,34088,2025-03-05 04:39:39
233.73,62.61,GB,1649,4656,1,0,90,card,10264,2025-03-05 04:50:36
427.19,90.56,DE,681,1261,0,0,70,cash,22268,2025-03-05 05:07:28
741.05,146.42,US,3368,3318,0,0,19,bank_transfer,14489,2025-03-05 05:35:56
464.35,13.07,BG,2803,1932,2,1,19,card,36083,2025-03-05 05:43:13
471.0,142.68,NL,674,3984,3,0,93,cash,14996,2025-03-05 05:43:42
335.25,21.12,ES,4105,6141,0,0,39,card,27765,2025-03-05 05:52:47
557.24,79.58,US,968,5213,0,0,3,card,12834,2025-03-05 06:05:49
123.41,47.35,RO,1050,3510,0,0,54,card,21191,2025-03-05 06:12:41
374.89,135.29,RO,226,7186,0,0,96,card,19026,2025-03-05 06:22:13
374.31,90.71,DE,1163,2698,0,0,45,card,33188,2025-03-05 06:59:49
421.01,55.74,IT,816,3114,0,0,69,wallet,43434,2025-03-05 07:01:05
567.06,59.23,RO,2826,7451,0,0,74,card,12143,2025-03-05 07:07:42
417.2,44.21,GB,3875,77,1,0,96,card,17421,2025-03-05 07:20:43
397.42,51.18,DE,3537,4739,0,0,79,cash,884,2025-03-05 07:21:11
229.83,106.34,GB,731,1390,0,0,59,card,26746,2025-03-05 07:24:37
569.55,219.15,FR,2388,1550,1,0,74,cash,46589,2025-03-05 07:36:21
332.91,21.69,RO,1227,4686,0,0,6,card,2931,2025-03-05 07:36:31
500.94,184.64,US,2609,3880,1,0,30,card,3148,2025-03-05 07:37:28
509.62,64.26,FR,2622,5055,0,0,85,card,642,2025-03-05 07:45:30
556.8,179.33,DE,1530,1952,0,0,62,bank_transfer,19503,2025-03-05 07:57:00
424.21,158.91,RO,4406,6106,1,0,42,cash,29653,2025-03-05 07:59:20
631.79,108.49,IT,1845,6981,0,0,53,bank_transfer,23008,2025-03-05 07:59:48
199.55,44.27,DE,3044,7761,1,0,16,bank_transfer,45441,2025-03-05 08:33:45
438.42,216.74,US,2826,5427,1,0,95,wallet,1432,2025-03-05 09:22:15
701.78,56.65,FR,1773,3857,2,0,35,card,42892,2025-03-05 09:32:52
573.63,41.52,US,2906,6933,0,0,82,card,13002,2025-03-05 09:51:19
724.59,107.45,GB,2336,2639,1,0,82,card,11796,2025-03-05 09:55:23
377.35,73.83,GB,4593,7052,0,0,50,bank_transfer,13891,2025-03-05 10:19:26
230.81,111.5,NL,589,3046,0,0,44,card,1721,2025-03-05 10:33:26
606.24,176.31,RO,1676,5190,1,0,54,card,14739,2025-03-05 10:43:07
522.96,47.36,US,541,2915,0,0,94,card,19757,2025-03-05 10:55:23
782.42,109.25,RO,165,7338,2,0,13,bank_transfer,18796,2025-03-05 11:05:44
768.19,120.14,BG,3858,6400,0,0,36,card,35994,2025-03-05 11:07:46
537.0,61.3,RO,3925,403,0,0,62,card,13664,2025-03-05 11:24:06
117.51,19.15,BG,3722,3409,0,0,24,card,28201,2025-03-05 11:51:39
522.15,83.4,IT,2006,3791,0,0,91,bank_transfer,43542,2025-03-05 12:40:08
412.51,61.0,PL,943,4771,0,0,62,bank_transfer,46155,2025-03-05 13:31:54
594.3,100.22,BG,323,6014,2,0,71,card,34339,2025-03-05 13:32:17
402.26,45.23,IT,1088,2647,0,0,32,bank_transfer,18507,2025-03-05 13:53:33
549.99,434.26,FR,124,6888,0,0,18,wallet,45532,2025-03-05 14:12:25
382.64,159.75,ES,4646,290,1,0,26,card,14483,2025-03-05 14:21:10
309.0,40.34,DE,194,3074,1,0,42,bank_transfer,19199,2025-03-05 14:24:25
432.69,91.5,BG,4891,6670,2,0,48,card,3352,2025-03-05 14:36:46
313.89,39.12,DE,2827,7126,1,0,37,card,35553,2025-03-05 14:50:07
295.45,58.53,ES,4661,2354,0,0,59,bank_transfer,38069,2025-03-05 15:15:13
381.08,50.41,NL,4411,2552,1,0,34,bank_transfer,24904,2025-03-05 15:18:58
461.07,127.8,PL,2724,370,1,0,77,cash,9716,2025-03-05 15:20:56
393.64,47.76,BG,2632,6136,0,0,32,wallet,5304,2025-03-05 15:31:29
274.91,106.85,BG,403,119,1,0,6,cash,24652,2025-03-05 15:31:45
640.8,75.21,IT,1736,5023,0,0,60,card,6647,2025-03-05 15:42:34
127.94,48.95,IT,3903,4676,1,0,23,card,17914,2025-03-05 15:47:58
437.58,73.28,IT,2226,6781,0,0,51,card,48258,2025-03-05 16:04:41
489.5,36.81,ES,1023,2436,0,0,55,cash,2210,2025-03-05 16:24:12
180.11,27.52,BG,956,434,1,0,72,card,40920,2025-03-05 16:40:31
584.4,42.65,FR,893,2582,0,0,84,card,37047,2025-03-05 16:42:11
535.69,199.61,US,1357,445,1,0,80,bank_transfer,5358,2025-03-05 16:48:43
281.74,29.93,PL,4543,3922,0,0,37,bank_transfer,18515,2025-03-05 17:02:08
435.43,90.18,US,2882,1085,1,0,50,cash,17870,2025-03-05 17:12:30
816.24,99.0,DE,2696,1619,1,0,26,card,10821,2025-03-05 17:15:26
112.59,46.64,NL,172,653,1,0,98,cash,43121,2025-03-05 17:45:56
504.61,49.77,PL,3895,5006,0,0,21,card,6691,2025-03-05 17:47:46
637.5,159.05,PL,1130,4685,0,0,29,card,48072,2025-03-05 18:02:50
254.8,54.16,PL,3111,3410,0,0,71,card,28001,2025-03-05 18:08:46
486.6,48.17,PL,4566,587,3,0,7,bank_transfer,39455,2025-03-05 18:20:38
567.79,59.56,BG,87,5688,1,0,40,wallet,3134,2025-03-05 18:20:53
712.68,89.15,FR,659,7973,1,0,35,bank_transfer,13412,2025-03-05 18:23:25
528.91,36.84,GB,2726,3414,0,0,39,card,35658,2025-03-05 18:28:41
810.06,73.95,GB,2441,3756,1,0,79,card,6326,2025-03-05 18:48:00
583.58,46.63,FR,1524,6276,0,0,68,cash,45850,2025-03-05 18:49:31
644.7,81.19,IT,1542,7141,1,0,99,bank_transfer,19706,2025-03-05 18:53:57
540.37,218.58,ES,4312,3342,0,0,66,card,22609,2025-03-05 19:01:01
915.36,70.26,US,92,7016,0,0,41,card,16436,2025-03-05 19:09:38
548.78,106.89,GB,4356,6361,0,0,42,card,22199,2025-03-05 19:15:54
508.96,56.76,FR,4726,2718,0,0,42,wallet,33601,2025-03-05 19:21:30
355.23,87.42,RO,885,2448,0,0,68,wallet,25352,2025-03-05 19:22:48
423.65,20.11,DE,3345,1489,0,0,10,wallet,28126,2025-03-05 19:26:56
541.56,26.94,PL,1598,1999,1,0,87,card,8451,2025-03-05 19:28:31
270.93,177.58,FR,147,2446,1,0,74,card,40003,2025-03-05 19:29:46
627.41,26.03,PL,996,4926,0,0,62,cash,19682,2025-03-05 20:01:15
458.64,10.07,NL,3323,7306,1,0,88,cash,20355,2025-03-05 20:02:33
694.66,135.31,US,3070,4233,0,0,62,card,9438,2025-03-05 20:08:52
583.19,92.79,US,4021,1102,0,0,94,wallet,41830,2025-03-05 20:26:12
475.37,17.93,US,759,4894,0,0,6,card,43189,2025-03-05 20:43:15
182.84,238.29,IT,514,6723,1,0,73,card,19886,2025-03-05 20:47:15
365.05,139.76,BG,1184,7463,0,0,29,wallet,24707,2025-03-05 20:53:47
432.79,77.84,DE,4385,6988,0,0,3,card,28919,2025-03-05 20:56:26
702.32,130.22,GB,3327,3404,1,0,98,bank_transfer,48259,2025-03-05 21:07:28
255.67,66.94,ES,3872,3455,1,0,66,card,480,2025-03-05 21:21:20
232.78,46.8,GB,4846,2915,1,0,98,card,19226,2025-03-05 21:26:13
234.2,108.19,IT,3560,4608,0,0,83,card,47698,2025-03-05 21:48:21
511.51,193.71,DE,784,2569,2,0,13,card,10287,2025-03-05 21:52:53
729.08,96.98,GB,4479,6386,0,0,68,cash,11004,2025-03-05 22:01:44
434.99,217.14,BG,4109,5852,0,0,33,card,22492,2025-03-05 22:17:20
274.77,159.66,PL,3058,1480,0,0,46,bank_transfer,18498,2025-03-05 22:21:30
317.3,22.07,DE,2706,3989,0,0,12,bank_transfer,13033,2025-03-05 22:26:05
326.84,148.98,BG,4391,7826,0,0,49,wallet,45651,2025-03-05 22:46:33
380.48,50.12,FR,546,3336,0,0,14,bank_transfer,44128,2025-03-05 23:17:14
183.55,76.92,FR,2533,4899,0,0,9,cash,16442,2025-03-05 23:35:32
321.12,77.23,GB,4526,7254,0,0,48,card,36881,2025-03-05 23:36:58
499.97,38.56,FR,514,5570,0,0,86,card,14459,2025-03-05 23:47:49
765.01,32.12,ES,2348,6410,0,0,58,wallet,8972,2025-03-06 00:08:28
263.77,110.61,IT,2943,7885,0,0,25,card,5846,2025-03-06 00:11:54
426.76,169.9,RO,4273,1797,0,0,51,card,23686,2025-03-06 00:18:52
370.2,44.89,FR,4056,452,1,0,92,card,41788,2025-03-06 00:27:32
732.68,34.7,RO,3874,4421,0,0,32,wallet,33106,2025-03-06 00:52:09
562.02,121.31,GB,3627,2612,2,0,67,bank_transfer,38140,2025-03-06 00:52:26
505.0,143.63,ES,1356,5048,1,0,77,bank_transfer,29287,2025-03-06 00:54:45
466.74,21.29,BG,4977,2260,0,0,76,cash,29669,2025-03-06 01:01:44
198.46,38.02,GB,1737,3634,2,0,67,card,5775,2025-03-06 01:03:51
568.58,64.63,US,3493,6050,0,0,84,card,12786,2025-03-06 01:04:12
316.28,35.53,RO,4554,4795,0,0,75,card,39146,2025-03-06 01:29:45
194.49,152.06,PL,184,1269,0,0,60,card,29294,2025-03-06 01:37:29
525.13,85.1,DE,1221,148,0,0,51,cash,36332,2025-03-06 01:41:06
156.22,48.3,FR,4936,89,1,0,43,card,43528,2025-03-06 01:50:15
562.18,43.59,DE,3815,3398,0,0,59,card,11324,2025-03-06 01:52:09
463.56,35.56,BG,1364,77,4,0,1,card,32801,2025-03-06 01:52:15
243.62,135.76,PL,232,1129,0,0,14,card,11436,2025-03-06 01:57:28
487.04,70.73,FR,2852,2539,0,0,19,bank_transfer,37106,2025-03-06 02:08:24
149.45,74.35,BG,700,3263,0,0,31,card,33619,2025-03-06 02:17:23
486.22,72.73,FR,4717,381,0,0,50,bank_transfer,43122,2025-03-06 02:23:40
288.26,161.92,RO,145,5667,0,0,75,wallet,24679,2025-03-06 02:25:13
386.07,65.87,BG,1286,2323,0,0,27,card,47688,2025-03-06 02:32:13
376.03,66.72,US,371,3693,0,0,95,bank_transfer,10307,2025-03-06 02:44:55
286.23,108.62,PL,824,5099,0,0,82,card,21804,2025-03-06 02:55:06
406.29,117.49,US,753,3038,0,0,69,bank_transfer,26875,2025-03-06 03:12:21
537.16,58.85,DE,2378,936,0,0,48,bank_transfer,36641,2025-03-06 03:55:25
411.57,65.25,US,3724,7455,0,0,84,card,2756,2025-03-06 04:01:28
549.35,123.98,PL,3021,5200,3,0,27,cash,47786,2025-03-06 04:10:21
107.94,133.19,ES,4034,2242,0,0,81,card,46234,2025-03-06 04:37:25
491.76,22.61,RO,177,2552,0,0,54,wallet,19601,2025-03-06 04:57:35
753.49,59.93,IT,2157,210,1,0,78,bank_transfer,5947,2025-03-06 05:01:55
486.16,129.71,FR,4649,7710,2,1,49,cash,11035,2025-03-06 05:02:50
553.68,32.32,PL,307,3615,1,0,31,card,31799,2025-03-06 05:08:53
304.63,51.87,GB,4845,6571,0,0,33,cash,46220,2025-03-06 05:10:28
323.0,29.18,US,494,4492,0,0,73,bank_transfer,9798,2025-03-06 05:18:13
187.19,104.03,ES,3257,5202,0,0,98,card,23838,2025-03-06 05:20:00
611.23,39.54,DE,2095,4721,1,0,93,card,17929,2025-03-06 05:20:09
